School Name	Address	lat	long	rank
Coast Union High School	2950 SANTA ROSA CREEK RD CAMBRIA CA 93428 	35.5705135	-121.0607463	1107
Diamond Ranch High School	100 DIAMOND RANCH DR POMONA CA 91766 	34.022305	-117.778422	1108
Eagle Rock High School	1750 YOSEMITE DR LOS ANGELES CA 90041 	34.131671	-118.205308	1109
Noblesville High School	18111 CUMBERLAND RD NOBLESVILLE IN 46060 	40.0572534	-85.9978706	1110
Lebanon High School	1916 DRAKE RD LEBANON OH 45036 	39.464296	-84.179415	1111
Brandeis High School	13011 KYLE SEALE PARKWAY SAN ANTONIO TX 78249 	29.5643402	-98.6460872	1112
Dassel-​Cokato Senior High	4852 REARDON AVE SW COKATO MN 55321 	45.082302	-94.233787	1113
Hill Regional Career High School	140 LEGION AVE NEW HAVEN CT 06519 	41.30561	-72.940089	1114
Lower East Side Preparatory High School	145 STANTON ST4TH FL NEW YORK NY 10002 	40.7135097	-73.9859414	1115
Santiago High School	12342 TRASK AVE GARDEN GROVE CA 92843 	33.7670899	-117.9136378	1116
Liberty High School	12220 RD 36 MADERA CA 93636 	36.9263837	-119.8942839	1117
Gabrielino High School	1327 SOUTH SAN GABRIEL BLVD SAN GABRIEL CA 91776 	34.0824385	-118.0910403	1118
Desert Mountain High School	12575 EAST VIA LINDA SCOTTSDALE AZ 85259 	33.588807	-111.809224	1119
Santa Susana High	3570 EAST COCHRAN ST SIMI VALLEY CA 93063 	34.2789867	-118.7250829	1120
Bolsa Grande High School	9401 WESTMINSTER AVE GARDEN GROVE CA 92844 	33.7595143	-117.968813	1121
Lee'S Summit West High	2600 SW WARD RD LEE'S SUMMIT MO 64082 	38.8735967	-94.3991035	1122
Henry M. Jackson High School	1508 136TH ST SE MILL CREEK WA 98012 	47.8733332	-122.2099701	1123
North Buncombe High	890 CLARKS CHAPEL RD WEAVERVILLE NC 28787 	35.7371371	-82.5608238	1124
Centerville High School	500 EAST FRANKLIN ST CENTERVILLE OH 45459 	39.628039	-84.148372	1125
Quincy Junior/​Senior High	6 QUINCY JUNCTION RD QUINCY CA 95971 	39.9385195	-120.9377631	1126
Waubonsie Valley High School	2590 OGDEN AVE AURORA IL 60504 	41.741499	-88.252063	1127
Atlee High	9414 ATLEE STATION RD MECHANICSVILLE VA 23116 	37.664459	-77.410022	1128
Rosemead High School	9063 EAST MISSION DR ROSEMEAD CA 91770 	34.0841647	-118.0712034	1129
Union Mine High School	6530 KOKI LN EL DORADO CA 95623 	38.6820499	-120.8391308	1130
Houston Academy	1810 STUART HOUSTON TX 77004 	29.736856	-95.3700439	1131
Meadowcreek High School	4455 STEVE REYNOLDS BLVD NORCROSS GA 30093 	33.922375	-84.1490929	1132
Hammondsport Junior-​Senior High School	8272 MAIN ST EXT HAMMONDSPORT NY 14840 	42.4026715	-77.2211623	1133
North Hagerstown High	1200 PENNSYLVANIA AVE HAGERSTOWN MD 21742 	39.662473	-77.7186175	1134
Hamilton High School	4911 136TH AVE HAMILTON MI 49419 	42.6852033	-86.0270686	1135
Lawndale High School	14901 SOUTH INGLEWOOD AVE LAWNDALE CA 90260 	33.8956467	-118.3621475	1136
Healdsburg High	1024 PRINCE ST HEALDSBURG CA 95448 	38.6214373	-122.8680386	1137
Avon Grove High School	257 EAST STATE RD WEST GROVE PA 19390 	39.8158079	-75.813869	1138
Delaware Valley High School	252 ROUTE 6 AND 209 MILFORD PA 18337 	41.342683	-74.762975	1139
Hardin Valley Academy	11345 HARDIN VALLEY RD KNOXVILLE TN 37932 	35.93635	-84.1812741	1140
Lincoln College Preparatory Academy	2111 WOODLAND KANSAS CITY MO 64108 	39.087184	-94.560012	1141
El Dorado High School	1651 NORTH VALENCIA AVE PLACENTIA CA 92670 	33.892914	-117.857083	1142
Manteo High School	616 WINGINA AVE MANTEO NC 27954 	35.9113394	-75.6738561	1143
High School of Creative and Performing Arts	901 SOUTH BROAD ST PHILADELPHIA PA 19147 	39.939394	-75.165266	1144
Timpanogos High School	1450 NORTH 200 EAST OREM UT 84057 	40.3229198	-111.6919475	1145
Freedom High	2500 TAFTVINELAND RD ORLANDO FL 32837 	28.4177366	-81.4128966	1146
Chico High School	901 ESPLANADE CHICO CA 95926 	39.7361665	-121.8445903	1147
Glenda Dawson High School	2050 CULLEN BLVD PEARLAND TX 77581 	29.5739884	-95.3512247	1148
San Diego Science And Technology	1405 PARK BLVD SAN DIEGO CA 92101 	32.7209659	-117.1533583	1149
Orchard Park High School	4040 BAKER RD ORCHARD PARK NY 14127 	42.7736439	-78.7288911	1150
Maria Carrillo High	6975 MONTECITO BLVD SANTA ROSA CA 95409 	38.4801472	-122.6594547	1151
Houston High School	9755 WOLF RIVER BL GERMANTOWN TN 38139 	35.092985	-89.737589	1152
Martin Luther King Jr. High School	9301 WOOD RD RIVERSIDE CA 92508 	33.8846013	-117.3323715	1153
Richard Gahr High School	11111 ARTESIA BLVD CERRITOS CA 90703 	33.873556	-118.0942995	1154
Central High School	423 EAST CENTRAL SPRINGFIELD MO 65802 	37.217994	-93.288546	1155
Onondaga Senior High School	4479 SOUTH ONONDAGA RD NEDROW NY 13120 	42.9307972	-76.2035844	1156
Worthington Kilbourne High School	1499 HARD RD COLUMBUS OH 43235 	40.114248	-83.0552359	1157
Carver High School for Applied Tech/​Engineering/​Arts	2100 SOUTH VICTORY DR HOUSTON TX 77088 	29.8715465	-95.444453	1158
Jackson Hole High School	1910 HIGH SCHOOL ROAD JACKSON WY 83001 	43.457	-110.8	1159
Mid-​Prairie High School	1634 HWY 22 EAST WELLMAN IA 52356 	41.4673091	-91.8214218	1160
Palm Desert High School	43570 PHYLLIS JACKSON LN PALM DESERT CA 92260 	33.7329005	-116.3607683	1161
Loveland High School	1 TIGER TRL LOVELAND OH 45140 	39.2818987	-84.2751145	1162
Centennial Senior	4757 NORTH RD CIRCLE PINES MN 55014 	45.1530212	-93.1496756	1163
Lancaster High School	1 FORTON DR LANCASTER NY 14086 	42.928973	-78.672141	1164
Woodcreek High School	2551 WOODCREEK OAKS BLVD ROSEVILLE CA 95747 	38.7625558	-121.3325984	1165
Rudyard High School	11185 WEST 2ND ST RUDYARD MI 49780 	46.2295699	-84.5955409	1166
South Fayette Township High School	3640 OLD OAKDALE RD MC DONALD PA 15057 	40.377686	-80.169794	1167
Ponderosa High School	3661 PONDEROSA RD SHINGLE SPRINGS CA 95682 	38.6733366	-120.940947	1168
Ticonderoga Senior High School	5 CALKINS PLACE TICONDEROGA NY 12883 	43.842912	-73.427392	1169
Fairfield Jr-​Sr High School	67530 US 33 GOSHEN IN 46526 	41.517641	-85.768686	1170
Holland High School	600 VAN RAALTE AVE HOLLAND MI 49423 	42.7737234	-86.121912	1171
Westchester Academy for International Studies	901 YORKCHESTER HOUSTON TX 77079 	29.780831	-95.583537	1172
A G West Black Hills High School	7741 LITTLEROCK RD SW OLYMPIA WA 98512 	46.9786061	-122.9484216	1173
Vanguard High School	7 NW 28TH ST OCALA FL 34475 	29.217367	-82.1371489	1174
Milford Sr High School	1 EAGLES WAY MILFORD OH 45150 	39.180111	-84.241533	1175
Agoura High School	28545 WEST DRR AVE AGOURA CA 91301 	34.1513952	-118.7507915	1176
Milford High	31 WEST FOUNTAIN ST MILFORD MA 01757 	42.150423	-71.534128	1177
Petaluma High	201 FAIR ST PETALUMA CA 94952 	38.2280053	-122.6475174	1178
Eagle's Landing High School	301 TUNIS RD MCDONOUGH GA 30253 	33.4900084	-84.2084006	1179
Bonita High School	3102 D ST LA VERNE CA 91750 	34.1077894	-117.7660346	1180
Wimberley High School	100 CARNEY LN WIMBERLEY TX 78676 	29.995156	-98.1184314	1181
Allen High School	300 RIVERCREST BLVD ALLEN TX 75002 	33.109375	-96.660929	1182
Amherst Regional High	21 MATTOON ST AMHERST MA 01002 	42.379922	-72.513966	1183
Nation Ford High	1400 A.O. JONES BLVD FORT MILL SC 29715 	35.0485895	-80.9133376	1184
Santiago High School	1395 FOOTHILL PARKWAY CORONA CA 92881 	33.8354305	-117.5456861	1185
Waynesville High School	735 DAYTON RD WAYNESVILLE OH 45068 	39.534663	-84.093153	1186
Oxbow Uhs #30	36 OXBOW DR BRADFORD VT 05033 	44.007927	-72.113335	1187
Del Oro High School	3301 TAYLOR RD LOOMIS CA 95650 	38.8307325	-121.1860422	1188
Atherton High School	3000 DUNDEE RD LOUISVILLE KY 40205 	38.2143178	-85.6884904	1189
Somerset Arts Conservatory	20807 JOHNSON ST PEMBROKE PINES FL 33029 	26.0151163	-80.4251549	1190
Columbus Alternative High School	2632 MCGUFFEY RD COLUMBUS OH 43211 	40.019417	-82.979911	1191
Malden High School	77 SALEM ST MALDEN MA 02148 	42.4280393	-71.0639693	1192
Adolfo Camarillo High School	4660 MISSION OAKS BLVD CAMARILLO CA 93012 	34.2181293	-119.0084031	1193
Torrance High School	2200 CARSON ST TORRANCE CA 90501 	33.8294174	-118.3215678	1194
Coronado High School	100 CHAMPIONS PLACE EL PASO TX 79912 	31.8359368	-106.5465607	1195
Granada High School	400 WALL ST LIVERMORE CA 94550 	37.6749877	-121.7877311	1196
Perrysburg High School	13385 ROACHTON RD PERRYSBURG OH 43551 	41.5221639	-83.6524371	1197
University School	1 ALEXENDRA DR JOHNSON CITY TN 37614 	36.3314815	-82.4207131	1198
Ashwaubenon High	2391 SOUTH RIDGE RD GREEN BAY WI 54304 	44.488056	-88.073472	1199
Turners Fall High School	222 TURNPIKE RD MONTAGUE MA 01351 	42.5883491	-72.5406572	1200
Math & Science Academy	8430 WOODBURY CROSSING WOODBURY MN 55125 	44.9131453	-92.9343356	1201
Monrovia High School	845 WEST COLORADO BLVD MONROVIA CA 91016 	34.148086	-118.017141	1202
Chaska High School	545 PIONEER TRAIL CHASKA MN 55318 	44.824039	-93.590384	1203
Horizon High School	5601 EAST GREENWAY RD SCOTTSDALE AZ 85254 	33.62475	-111.956899	1204
Williamsport High	5 SOUTH CLIFTON DR WILLIAMSPORT MD 21795 	39.596956	-77.81003	1205
Stow-​Munroe Falls High School	3227 GRAHAM RD STOW OH 44224 	41.168506	-81.394341	1206
Norman North High School	1809 STUBBEMAN NORMAN OK 73069 	35.2406366	-97.4492217	1207
A Philip Randolph Campus High School	433 WEST 135TH ST NEW YORK NY 10031 	40.8184001	-73.9508195	1208
Oceanside High School	1 PIRATES COVE OCEANSIDE CA 92054 	33.197067	-117.374143	1209
Bedford High School	9 MUDGE WAY BEDFORD MA 01730 	42.4911248	-71.2851732	1210
Pasadena High School	2925 EAST SIERRA MADRE BLVD PASADENA CA 91107 	34.1616232	-118.0916518	1211
South High	4801 PACIFIC COAST HWY TORRANCE CA 90505 	33.8109015	-118.3649268	1212
Oakland Mills High	9410 KILIMANJARO RD COLUMBIA MD 21045 	39.2080276	-76.8384128	1213
Valley Springs High School	7349 SCHOOL ST VALLEY SPRINGS AR 72682 	36.1575135	-92.9934521	1214
White Mountains Regional High	127 REGIONAL RD WHITEFIELD NH 03598 	44.4171858	-71.6030459	1215
Plainfield High School	1 RED PRIDE DR PLAINFIELD IN 46168 	39.6819472	-86.3785382	1216
Calipatria High School	601 WEST MAIN ST CALIPATRIA CA 92233 	33.1257188	-115.5260478	1217
Chaparral High	27215 NICOLAS RD TEMECULA CA 92591 	33.537154	-117.147894	1218
Long Reach High	6101 OLD DOBBIN LN COLUMBIA MD 21045 	39.2059059	-76.8116726	1219
South Bronx Preparatory -​ A College Board School	360 EAST 145TH ST BRONX NY 10454 	40.8136789	-73.9205341	1220
Kearny High School of Science Connections and Technology	7651 WELLINGTON WAY SAN DIEGO CA 92111 	32.8010577	-117.1596826	1221
T. L. Hanna High	2600 HWY 81 NORTH ANDERSON SC 29621 	34.5671832	-82.6235978	1222
Lake Region High School	317 LAKE REGION RD ORLEANS VT 05860 	44.782603	-72.220649	1223
Mt. Everest Academy	4350 MT. EVEREST BLVD SAN DIEGO CA 92117 	32.8205951	-117.1866601	1224
Seneca High	202 MAIN ST SENECA WI 54654 	43.2570761	-90.9702602	1225
Baltimore Polytechnic Institute	1400 WEST COLD SPRING LN BALTIMORE MD 21209 	39.3452004	-76.6433687	1226
Medgar Evers College Preperatory School	1186 CARROLL ST BROOKLYN NY 11225 	40.6671654	-73.950792	1227
Del Valle High School	5201 ROSS RD DEL VALLE TX 78617 	30.178837	-97.614491	1228
Dedham High School	140 WHITING AVE DEDHAM MA 02026 	42.2454178	-71.1616085	1229
East Kentwood High School	6230 KALAMAZOO AVE SE GRAND RAPIDS MI 49508 	42.8539357	-85.6248803	1230
Tahoma Senior High School	18200 SE 240TH ST COVINGTON WA 98042 	47.3885825	-122.1005205	1231
Hilltop Senior High School	555 CLAIRE AVE CHULA VISTA CA 91910 	32.6368408	-117.0599429	1232
William Howard Taft Senior High	5461 WINNETKA AVE WOODLAND HILLS CA 91364 	34.169657	-118.5713076	1233
Murrieta Valley High School	42200 NIGHTHAWK WAY MURRIETA CA 92562 	33.563284	-117.23064	1234
Souderton Area Senior High School	625 LOWER RD SOUDERTON PA 18964 	40.2960656	-75.3527462	1235
Edison High School	21400 MAGNOLIA HUNTINGTON BEACH CA 92646 	33.655102	-117.968928	1236
New Braunfels High School	2551 LOOP 337 NORTH NEW BRAUNFELS TX 78130 	29.717484	-98.151066	1237
Lakota West High School	8940 UNION CENTRE BLVD WEST CHESTER OH 45069 	39.3302524	-84.4317533	1238
Mansfield High School	250 EAST ST MANSFIELD MA 02048 	42.0298037	-71.2038631	1239
Mountain View High	665 WEST CENTER OREM UT 84057 	40.296058	-111.710035	1240
San Dimas High	800 WEST COVINA BLVD SAN DIMAS CA 91773 	34.097502	-117.822544	1241
Buena Park High School	8833 ACADEMY DR BUENA PARK CA 90621 	33.8612971	-117.9800568	1242
Hoover High School	525 7TH ST NE NORTH CANTON OH 44720 	40.8849103	-81.3946474	1243
Polytechnic High School	5450 VICTORIA AVE RIVERSIDE CA 92506 	33.9526185	-117.3702422	1244
Crestview High School	531 EAST TULLY ST CONVOY OH 45832 	40.9168771	-84.7019849	1245
El Modena High School	3920 SPRING ST ORANGE CA 92869 	33.789862	-117.812714	1246
Grover Cleveland High School	8140 VANALDEN AVE RESEDA CA 91335 	34.217816	-118.547447	1247
St. Charles Secondary	600 EAST 6TH ST ST. CHARLES MN 55972 	43.9719464	-92.0559335	1248
Kalida High School	301 NORTH THIRD ST KALIDA OH 45853 	40.9820083	-84.2028249	1249
Marina High School	15871 SPRINGDALE ST HUNTINGTON BEACH CA 92649 	33.7325723	-118.0276415	1250
Scarborough High School	11 MUNICIPAL DR SCARBOROUGH ME 04074 	43.594099	-70.337743	1251
Tivy High School	3250 LOOP 534 KERRVILLE TX 78028 	30.038776	-99.108045	1252
Arlington Memorial School	529 EAST ARLINGTON RD ARLINGTON VT 05250 	43.065609	-73.151306	1253
Amistad Academy	407 JAMES ST NEW HAVEN CT 06513 	41.313674	-72.903434	1254
Saint Helena High	1401 GRAYSON AVE ST. HELENA CA 94574 	38.496758	-122.462749	1255
Southwestern Senior High School	600 HUNT RD WEST JAMESTOWN NY 14701 	42.092228	-79.2904779	1256
Anderson High School	7560 FOREST RD CINCINNATI OH 45255 	39.069632	-84.34698	1257
Harriton Senior High School	600 NORTH ITHAN AVE ROSEMONT PA 19010 	40.0398362	-75.3171153	1258
East Mecklenburg High	6800 MONROE RD CHARLOTTE NC 28212 	35.1758809	-80.757363	1259
Baker School	1369 14TH ST BAKER FL 32531 	30.792876	-86.680559	1260
El Camino High	1320 MISSION RD SOUTH SAN FRANCISCO CA 94080 	37.666935	-122.441183	1261
Roseville High School	1 TIGER WAY ROSEVILLE CA 95678 	38.758043	-121.27578	1262
Costa Mesa High School	2650 FAIRVIEW RD COSTA MESA CA 92626 	33.670977	-117.9054014	1263
Lincoln-​Way East High School	201 COLORADO AVE FRANKFORT IL 60423 	41.513221	-87.857623	1264
Holly High School	6161 EAST HOLLY RD HOLLY MI 48442 	42.796508	-83.585119	1265
North Quincy High School	316 HANCOCK ST QUINCY MA 02171 	42.2757254	-71.0277429	1266
Cuyahoga Hts High School	4820 EAST 71ST ST CUYAHOGA HEIGHTS OH 44125 	41.4271025	-81.6420446	1267
North Muskegon High School	1507 MILLS AVE MUSKEGON MI 49445 	43.256821	-86.2686296	1268
Los Osos High School	6001 MILLIKEN AVE RANCHO CUCAMONGA CA 91737 	34.1465828	-117.5559425	1269
Inglemoor High School	15500 SIMONDS RD NE KENMORE WA 98028 	47.7405389	-122.2244101	1270
Westerville-​North High School	950 COUNTY LINE RD WESTERVILLE OH 43081 	40.134544	-82.898109	1271
Sargent Senior High School	7090 NORTH RD 2 EAST MONTE VISTA CO 81144 	37.6770937	-106.1122091	1272
Grand Blanc Community High School	12500 HOLLY RD GRAND BLANC MI 48439 	42.9209764	-83.6217872	1273
Hanford High School	450 HANFORD ST RICHLAND WA 99352 	46.325705	-119.267634	1274
Spring Valley High	S1450 COUNTY RD CC SPRING VALLEY WI 54767 	44.800922	-92.257492	1275
Colchester High School	131 LAKER LN COLCHESTER VT 05446 	44.5409553	-73.2148245	1276
Granville High School	248 NEW BURG ST GRANVILLE OH 43023 	40.0778074	-82.5264036	1277
James A. Garfield Senior High	5101 EAST SIXTH ST LOS ANGELES CA 90022 	34.0272411	-118.1574096	1278
Sierra High School	33326 NORTH LODGE RD TOLLHOUSE CA 93667 	37.0361416	-119.4523092	1279
Chazy Central Rural Junior-​Senior High School	609 MINER FARM RD CHAZY NY 12921 	44.8872861	-73.4328747	1280
Fennimore High	510 7TH ST FENNIMORE WI 53809 	42.985431	-90.6478162	1281
Newton-​Conover High	338 WEST 15TH ST NEWTON NC 28658 	35.679071	-81.225474	1282
Olmsted Falls High School	26939 BAGLEY RD OLMSTED FALLS OH 44138 	41.370058	-81.92752	1283
Montoursville Area S	100 NORTH ARCH ST MONTOURSVILLE PA 17754 	41.2499748	-76.9200228	1284
Hopkins Academy	131 RUSSELL ST HADLEY MA 01035 	42.3421169	-72.5912231	1285
Farragut High School	11237 KINGSTON PK KNOXVILLE TN 37922 	35.886614	-84.158806	1286
Cumberland Valley High School	6746 CARLISLE PK MECHANICSBURG PA 17050 	40.237865	-77.061033	1287
Ferris High School	3020 EAST 37TH AVE SPOKANE WA 99223 	47.6191795	-117.3663379	1288
Red Rock Central Secondary	100 6TH AVE EAST LAMBERTON MN 56152 	44.2272202	-95.2630766	1289
Rancho Alamitos High School	11351 DALE ST GARDEN GROVE CA 92841 	33.79915	-117.9867	1290
Goffstown High School	27 WALLACE RD GOFFSTOWN NH 03045 	43.0126495	-71.5832621	1291
Garland High School	310 SOUTH GARLAND AVE GARLAND TX 75040 	32.9102112	-96.6468133	1292
John A. Ferguson Sr High	15900 SW 56TH ST MIAMI FL 33185 	25.712303	-80.452105	1293
Urban Assembly Academy Of Government And Law	350 GRAND ST NEW YORK NY 10002 	40.717321	-73.989323	1294
Berkner High School	1600 EAST SPRING VLY RD RICHARDSON TX 75081 	32.936238	-96.6930749	1295
Bearden High School	8352 KINGSTON PK KNOXVILLE TN 37919 	35.9421232	-83.9720586	1296
Park Hill South High	4500 NW RIVER PARK DR RIVERSIDE MO 64150 	39.175184	-94.630367	1297
Jordan Matthews High	910 EAST CARDINAL ST SILER CITY NC 27344 	35.7229979	-79.4517	1298
Hammond High	8800 GUILFORD RD COLUMBIA MD 21046 	39.168524	-76.8594963	1299
Ouray Senior High School	400 7TH AVE OURAY CO 81427 	38.0238838	-107.6700906	1300
Chestatee High School	3005 SARDIS RD GAINESVILLE GA 30506 	34.348628	-83.893728	1301
ADM Senior High School 	801 NILE KINNICK DR SOUTH ADEL IA 50003 	41.610832	-94.015078	1302
Baltimore School For The Arts	712 CATHEDRAL ST BALTIMORE MD 21201 	39.2985111	-76.6173717	1303
Rogers High School	2300 SOUTH DIXIELAND RD ROGERS AR 72758 	36.299535	-94.146789	1304
Robert F Kennedy Community High School	7540 PARSONS BLVD FLUSHING NY 11366 	40.7252971	-73.810707	1305
Johnson City Senior High School	666 REYNOLDS RD JOHNSON CITY NY 13790 	42.134542	-75.9685159	1306
Basha High School	5990 SOUTH VAL VISTA DR CHANDLER AZ 85249 	33.221165	-111.75891	1307
San Lorenzo Valley High School	7105 HWY 9 FELTON CA 95018 	37.0614101	-122.0801856	1308
North Fort Myers High School	5000 ORANGE GROVE BLVD NORTH FORT MYERS FL 33903 	26.663028	-81.91275	1309
Kingwood High School	2701 KINGWOOD DR KINGWOOD TX 77339 	30.045855	-95.193938	1310
Morris Hills High School	520 WEST MAIN ST ROCKAWAY NJ 07866 	40.890836	-74.52918	1311
Spring Hill High School	3101 SPRING HILL RD LONGVIEW TX 75605 	32.562508	-94.796044	1312
Leesville Road High	8409 LEESVILLE RD RALEIGH NC 27613 	35.8904623	-78.7135379	1313
Temecula Valley High	31555 RANCHO VISTA RD TEMECULA CA 92592 	33.501401	-117.116102	1314
John A. Rowland High School	2000 SOUTH OTTERBEIN ST ROWLAND HEIGHTS CA 91748 	33.9819728	-117.8848705	1315
Fred J Page High	6281 ARNO RD FRANKLIN TN 37064 	35.847875	-86.753474	1316
Los Amigos High School	16566 NEWHOPE ST FOUNTAIN VALLEY CA 92708 	33.722741	-117.927354	1317
West Covina High School	1609 EAST CAMERON AVE WEST COVINA CA 91791 	34.06256	-117.913763	1318
Olathe Northwest High School	21300 COLLEGE BLVD OLATHE KS 66061 	38.926882	-94.83525	1319
Garnet Valley High School	552 SMITHBRIDGE RD GLEN MILLS PA 19342 	39.8701381	-75.5055699	1320
Westmoor High School	131 WESTMOOR AVE DALY CITY CA 94015 	37.6837768	-122.4821653	1321
Northfield Senior High School	1400 DIVISION ST SOUTH NORTHFIELD MN 55057 	44.4442795	-93.1640515	1322
Kennebunk High School	89 FLETCHER ST KENNEBUNK ME 04043 	43.3953253	-70.5496962	1323
Eastern Jr & Sr High School	421 SOUTH HARRISON ST GREENTOWN IN 46936 	40.4736929	-85.9703971	1324
South Park High School	640 HATHAWAY ST FAIRPLAY CO 80440 	39.224324	-105.9987249	1325
Green High School	1474 BOETTLER RD UNIONTOWN OH 44685 	40.9574583	-81.4734936	1326
Eldorado High	11300 MONTGOMERY NE ALBUQUERQUE NM 87111 	35.128238	-106.513188	1327
David H. Hickman High	1104 NORTH PROVIDENCE RD COLUMBIA MO 65203 	38.9637969	-92.3330069	1328
Burbank High School	902 NORTH THIRD ST BURBANK CA 91502 	34.188832	-118.31537	1329
Escondido High	1535 NORTH BROADWAY ESCONDIDO CA 92026 	33.1442665	-117.0906637	1330
Deer Park  Jr/​Sr High School	8351 PLAINFIELD RD CINCINNATI OH 45236 	39.2106769	-84.400986	1331
Valencia High	27801 NORTH DICKASON DR VALENCIA CA 91355 	34.442705	-118.5616006	1332
Western High School	4600 FALLS RD BALTIMORE MD 21209 	39.3471656	-76.6425309	1333
Waterford High School	121 SOUTH REINWAY WATERFORD CA 95386 	37.6360388	-120.7739231	1334
Cheshire High School	525 SOUTH MAIN ST CHESHIRE CT 06410 	41.489863	-72.909437	1335
Center Grove High School	2717 SOUTH MORGANTOWN RD GREENWOOD IN 46143 	39.5763121	-86.1969192	1336
Kenwood Academy High School	5015 SOUTH BLACKSTONE AVE CHICAGO IL 60615 	41.8034978	-87.5900907	1337
Antwerp Local High School	303 SOUTH HARRMANN RD ANTWERP OH 45813 	41.178818	-84.72744	1338
O'Connor High School	12221 LESLIE RD HELOTES TX 78023 	29.559898	-98.686053	1339
Wakefield High	2200 WAKEFIELD PINES DR RALEIGH NC 27614 	35.9479635	-78.5707299	1340
Maplewood High School	2414 GREENVILLE RD CORTLAND OH 44410 	41.3892804	-80.7324104	1341
Garaway High School	146 DOVER RD NW SUGARCREEK OH 44681 	40.506941	-81.640287	1342
Sprayberry High School	2525 SANDY PLAINS RD MARIETTA GA 30066 	34.0121625	-84.4961841	1343
Lagrange High School	516 NORTH GREENWOOD ST LAGRANGE GA 30240 	33.046082	-85.034044	1344
Times2 Academy	50 FILLMORE ST PROVIDENCE RI 02908 	41.838643	-71.422191	1345
Imperial High School	517 WEST BARIONI BLVD IMPERIAL CA 92251 	32.8482119	-115.575882	1346
Bethel Tate High School	3420 STATE ROUTE 125 BETHEL OH 45106 	38.9620494	-84.0647493	1347
Shiloh High School	4210 SHILOH RD SNELLVILLE GA 30039 	33.8233825	-84.0707123	1348
Mount Si High School	8651 MEADOWBROOK WAY SE SNOQUALMIE WA 98065 	47.5236237	-121.8141942	1349
Loch Raven High	1212 COWPENS AVE BALTIMORE MD 21286 	39.404643	-76.5639675	1350
Blaine High School	1055 H ST BLAINE WA 98230 	48.9939907	-122.736569	1351
Hicksville High School	958 EAST HIGH ST HICKSVILLE OH 43526 	41.301439	-84.745177	1352
Classical Academy High School	144 WEST WOODWARD AVE ESCONDIDO CA 92025 	33.125389	-117.085861	1353
Menomonie High	1715 5TH ST WEST MENOMONIE WI 54751 	44.868076	-91.938811	1354
Glenwood High School	1501 EAST PLUMMER BLVD CHATHAM IL 62629 	39.6899374	-89.6894066	1355
Greely High School	303 MAIN ST CUMBERLAND CENTER ME 04021 	43.7978084	-70.2575469	1356
Cypress Ranch H	10700 FRY RD CYPRESS TX 77433 	29.9647503	-95.6861973	1357
Kennesaw Mountain High School	1898 KENNESAW DUE WEST RD NW KENNESAW GA 30152 	34.0008972	-84.6249551	1358
Benzie Central Sr. High School	9300 HOMESTEAD RD BENZONIA MI 49616 	44.6173174	-86.0584797	1359
Middle College High School	11750 SOUTH WESTERN AVE LOS ANGELES CA 90047 	33.9278728	-118.3089824	1360
Valley Center High School	31322 COLE GRADE RD VALLEY CENTER CA 92082 	33.2798289	-117.0237917	1361
Lago Vista High School	8039 BAR K RANCH RD LAGO VISTA TX 78645 	30.4803461	-97.9778164	1362
Eureka Springs High School	44 KINGS HWY RD EUREKA SPRINGS AR 72632 	36.4011825	-93.7379711	1363
Sangre De Cristo Undivided High School	5401 TERRY ST MOSCA CO 81146 	37.6523363	-105.8754069	1364
Clackamas High School	14486 SE 122ND AVE CLACKAMAS OR 97015 	45.4162875	-122.5335247	1365
Brainerd Senior High	702 SOUTH 5TH ST BRAINERD MN 56401 	46.3515971	-94.2022247	1366
Chardon High School	151 CHARDON AVE CHARDON OH 44024 	41.591074	-81.199946	1367
Sheridan High School	1056 LONG DR SHERIDAN WY 82801 	44.8075929	-106.9833161	1368
Rocky River High School	20951 DETROIT RD ROCKY RIVER OH 44116 	41.473317	-81.851276	1369
Dearborn High School	19501 OUTER DR DEARBORN MI 48124 	42.3081335	-83.2633099	1370
El Camino Fundamental High	4300 EL CAMINO AVE SACRAMENTO CA 95821 	38.608389	-121.362128	1371
Glasscock Count	240 WEST BEARKAT AVE GARDEN CITY TX 79739 	31.8664532	-101.48488	1372
South Windsor High School	161 NEVERS RD SOUTH WINDSOR CT 06074 	41.8423193	-72.5518147	1373
Burroughs High School	1920 CLARK AVE BURBANK CA 91506 	34.1702685	-118.3274783	1374
Thunderbird High School	1750 WEST THUNDERBIRD PHOENIX AZ 85023 	33.612316	-112.098063	1375
Bangor High School	885 BROADWAY BANGOR ME 04401 	44.831237	-68.781731	1376
Highland High School	4150 RIDGE RD MEDINA OH 44256 	41.163824	-81.742424	1377
Hightower High School	3333 HURRICANE LN MISSOURI CITY TX 77459 	29.532039	-95.4980816	1378
North Pointe Preparatory	10215 NORTH 43RD AVE PHOENIX AZ 85051 	33.578855	-112.150486	1379
Renaissance High School for the Arts	235 EAST EIGHTH ST LONG BEACH CA 90813 	33.7766069	-118.1903115	1380
South Hills High School	645 SOUTH BARRANCA ST WEST COVINA CA 91723 	34.0625927	-117.8827292	1381
Galt High	145 NORTH LINCOLN WAY GALT CA 95632 	38.2558485	-121.3000531	1382
Morton Ranch High School	21000 FRANZ RD KATY TX 77449 	29.803755	-95.7449345	1383
